Date: Wed Jan 02 00:00:00 PST 1980, Total Sales: 1
Date: Sun Sep 04 00:00:00 PDT 1994, Total Sales: 1
Date: Mon Sep 12 00:00:00 PDT 1994, Total Sales: 1
Date: Tue Sep 20 00:00:00 PDT 1994, Total Sales: 1
Date: Sat Sep 24 00:00:00 PDT 1994, Total Sales: 1
Date: Tue Sep 27 00:00:00 PDT 1994, Total Sales: 1
Date: Sat Oct 01 00:00:00 PDT 1994, Total Sales: 2
Date: Thu Oct 06 00:00:00 PDT 1994, Total Sales: 1
Date: Sat Oct 15 00:00:00 PDT 1994, Total Sales: 1
Date: Thu Oct 20 00:00:00 PDT 1994, Total Sales: 1
Date: Wed Nov 02 00:00:00 PST 1994, Total Sales: 1
Date: Sat Nov 05 00:00:00 PST 1994, Total Sales: 2
Date: Sun Nov 06 00:00:00 PST 1994, Total Sales: 1
Date: Mon Nov 14 00:00:00 PST 1994, Total Sales: 1
Date: Sun Nov 27 00:00:00 PST 1994, Total Sales: 1
Date: Sun Dec 04 00:00:00 PST 1994, Total Sales: 2
Date: Mon Dec 05 00:00:00 PST 1994, Total Sales: 1
Date: Tue Dec 06 00:00:00 PST 1994, Total Sales: 1
Date: Mon Dec 12 00:00:00 PST 1994, Total Sales: 1
Date: Sun Dec 25 00:00:00 PST 1994, Total Sales: 2
Date: Wed Dec 28 00:00:00 PST 1994, Total Sales: 1
Date: Mon Jan 16 00:00:00 PST 1995, Total Sales: 1
Date: Sat Jan 28 00:00:00 PST 1995, Total Sales: 1
Date: Sun Jan 29 00:00:00 PST 1995, Total Sales: 1
Date: Tue Jan 31 00:00:00 PST 1995, Total Sales: 1
Date: Sat Feb 11 00:00:00 PST 1995, Total Sales: 1
Date: Tue Feb 14 00:00:00 PST 1995, Total Sales: 1
Date: Fri Feb 17 00:00:00 PST 1995, Total Sales: 1
Date: Thu Feb 23 00:00:00 PST 1995, Total Sales: 1
Date: Tue Feb 28 00:00:00 PST 1995, Total Sales: 2
Date: Thu Mar 23 00:00:00 PST 1995, Total Sales: 1
Date: Mon Mar 27 00:00:00 PST 1995, Total Sales: 1
Date: Tue Mar 28 00:00:00 PST 1995, Total Sales: 1
Date: Thu Mar 30 00:00:00 PST 1995, Total Sales: 1
Date: Tue Apr 04 00:00:00 PDT 1995, Total Sales: 1
Date: Fri Apr 07 00:00:00 PDT 1995, Total Sales: 1
Date: Sat Apr 08 00:00:00 PDT 1995, Total Sales: 1
Date: Sat Apr 15 00:00:00 PDT 1995, Total Sales: 1
Date: Mon Jun 05 00:00:00 PDT 1995, Total Sales: 2
Date: Mon Jun 12 00:00:00 PDT 1995, Total Sales: 1
Date: Mon Jun 26 00:00:00 PDT 1995, Total Sales: 1
Date: Sun Jul 09 00:00:00 PDT 1995, Total Sales: 1
Date: Sun Jul 16 00:00:00 PDT 1995, Total Sales: 1
Date: Thu Jul 20 00:00:00 PDT 1995, Total Sales: 1
Date: Mon Jul 31 00:00:00 PDT 1995, Total Sales: 1
Date: Sun Aug 06 00:00:00 PDT 1995, Total Sales: 1
Date: Wed Aug 09 00:00:00 PDT 1995, Total Sales: 1
Date: Wed Aug 16 00:00:00 PDT 1995, Total Sales: 1
Date: Fri Aug 18 00:00:00 PDT 1995, Total Sales: 1
Date: Sun Aug 20 00:00:00 PDT 1995, Total Sales: 1
Date: Tue Oct 03 00:00:00 PDT 1995, Total Sales: 1
Date: Fri Oct 06 00:00:00 PDT 1995, Total Sales: 1
Date: Sat Oct 07 00:00:00 PDT 1995, Total Sales: 1
Date: Tue Oct 10 00:00:00 PDT 1995, Total Sales: 1
Date: Fri Oct 13 00:00:00 PDT 1995, Total Sales: 1
Date: Sat Oct 14 00:00:00 PDT 1995, Total Sales: 1
Date: Wed Oct 25 00:00:00 PDT 1995, Total Sales: 1
Date: Fri Oct 27 00:00:00 PDT 1995, Total Sales: 1
Date: Tue Oct 31 00:00:00 PST 1995, Total Sales: 1
Date: Thu Nov 02 00:00:00 PST 1995, Total Sales: 1
Date: Mon Nov 06 00:00:00 PST 1995, Total Sales: 1
Date: Fri Nov 24 00:00:00 PST 1995, Total Sales: 1
Date: Tue Dec 12 00:00:00 PST 1995, Total Sales: 1
Date: Thu Dec 21 00:00:00 PST 1995, Total Sales: 1
Date: Fri Dec 22 00:00:00 PST 1995, Total Sales: 1
Date: Mon Jan 01 00:00:00 PST 1996, Total Sales: 1
Date: Thu Jan 04 00:00:00 PST 1996, Total Sales: 1
Date: Sat Jan 06 00:00:00 PST 1996, Total Sales: 1
Date: Mon Jan 08 00:00:00 PST 1996, Total Sales: 1
Date: Sat Jan 13 00:00:00 PST 1996, Total Sales: 1
Date: Thu Jan 18 00:00:00 PST 1996, Total Sales: 1
Date: Thu Jan 25 00:00:00 PST 1996, Total Sales: 1
Date: Mon Jan 29 00:00:00 PST 1996, Total Sales: 1
Date: Tue Jan 30 00:00:00 PST 1996, Total Sales: 2
Date: Thu Feb 01 00:00:00 PST 1996, Total Sales: 1
Date: Wed Feb 14 00:00:00 PST 1996, Total Sales: 1
Date: Fri Feb 16 00:00:00 PST 1996, Total Sales: 1
Date: Sun Feb 18 00:00:00 PST 1996, Total Sales: 2
Date: Thu Feb 22 00:00:00 PST 1996, Total Sales: 2
Date: Sun Feb 25 00:00:00 PST 1996, Total Sales: 1
Date: Mon Mar 04 00:00:00 PST 1996, Total Sales: 1
Date: Sun Mar 10 00:00:00 PST 1996, Total Sales: 1
Date: Tue Mar 19 00:00:00 PST 1996, Total Sales: 1
Date: Wed Mar 20 00:00:00 PST 1996, Total Sales: 1
Date: Tue Apr 09 00:00:00 PDT 1996, Total Sales: 1
Date: Fri Apr 19 00:00:00 PDT 1996, Total Sales: 1
Date: Tue May 28 00:00:00 PDT 1996, Total Sales: 1
Date: Wed Jun 05 00:00:00 PDT 1996, Total Sales: 1
Date: Mon Jun 10 00:00:00 PDT 1996, Total Sales: 1
Date: Tue Jun 11 00:00:00 PDT 1996, Total Sales: 1
Date: Thu Jun 13 00:00:00 PDT 1996, Total Sales: 1
Date: Sat Jun 15 00:00:00 PDT 1996, Total Sales: 1
Date: Sat Jun 29 00:00:00 PDT 1996, Total Sales: 1
Date: Fri Jul 12 00:00:00 PDT 1996, Total Sales: 1
Date: Wed Jul 17 00:00:00 PDT 1996, Total Sales: 1
Date: Thu Aug 01 00:00:00 PDT 1996, Total Sales: 2
Date: Mon Aug 05 00:00:00 PDT 1996, Total Sales: 1
Date: Tue Aug 06 00:00:00 PDT 1996, Total Sales: 1
Date: Mon Aug 12 00:00:00 PDT 1996, Total Sales: 1
Date: Fri Aug 16 00:00:00 PDT 1996, Total Sales: 1
Date: Sat Aug 31 00:00:00 PDT 1996, Total Sales: 1
Date: Wed Sep 04 00:00:00 PDT 1996, Total Sales: 1
Date: Fri Sep 13 00:00:00 PDT 1996, Total Sales: 1
Date: Sun Sep 22 00:00:00 PDT 1996, Total Sales: 2
Date: Wed Sep 25 00:00:00 PDT 1996, Total Sales: 1
Date: Thu Oct 03 00:00:00 PDT 1996, Total Sales: 1
Date: Mon Oct 14 00:00:00 PDT 1996, Total Sales: 1
Date: Thu Oct 17 00:00:00 PDT 1996, Total Sales: 1
Date: Mon Nov 04 00:00:00 PST 1996, Total Sales: 1
Date: Fri Nov 08 00:00:00 PST 1996, Total Sales: 1
Date: Sat Nov 09 00:00:00 PST 1996, Total Sales: 1
Date: Sun Nov 10 00:00:00 PST 1996, Total Sales: 1
Date: Thu Nov 14 00:00:00 PST 1996, Total Sales: 1
Date: Wed Nov 20 00:00:00 PST 1996, Total Sales: 1
Date: Wed Nov 27 00:00:00 PST 1996, Total Sales: 1
Date: Tue Dec 03 00:00:00 PST 1996, Total Sales: 1
Date: Wed Dec 11 00:00:00 PST 1996, Total Sales: 1
Date: Wed Dec 18 00:00:00 PST 1996, Total Sales: 1
Date: Thu Dec 26 00:00:00 PST 1996, Total Sales: 1
Date: Wed Jan 01 00:00:00 PST 1997, Total Sales: 1
Date: Sun Jan 12 00:00:00 PST 1997, Total Sales: 1
Date: Thu Jan 16 00:00:00 PST 1997, Total Sales: 1
Date: Mon Jan 27 00:00:00 PST 1997, Total Sales: 1
Date: Fri Jan 31 00:00:00 PST 1997, Total Sales: 1
Date: Fri Feb 07 00:00:00 PST 1997, Total Sales: 1
Date: Fri Feb 14 00:00:00 PST 1997, Total Sales: 1
Date: Sat Feb 15 00:00:00 PST 1997, Total Sales: 1
Date: Thu Feb 20 00:00:00 PST 1997, Total Sales: 1
Date: Sat Feb 22 00:00:00 PST 1997, Total Sales: 1
Date: Tue Feb 25 00:00:00 PST 1997, Total Sales: 1
Date: Mon Mar 24 00:00:00 PST 1997, Total Sales: 1
Date: Fri Apr 18 00:00:00 PDT 1997, Total Sales: 2
Date: Sat May 10 00:00:00 PDT 1997, Total Sales: 1
Date: Sat May 24 00:00:00 PDT 1997, Total Sales: 1
Date: Tue May 27 00:00:00 PDT 1997, Total Sales: 1
Date: Fri Jun 06 00:00:00 PDT 1997, Total Sales: 1
Date: Sun Jun 08 00:00:00 PDT 1997, Total Sales: 1
Date: Thu Jun 12 00:00:00 PDT 1997, Total Sales: 1
Date: Mon Jun 16 00:00:00 PDT 1997, Total Sales: 1
Date: Mon Jun 23 00:00:00 PDT 1997, Total Sales: 1
Date: Tue Jul 01 00:00:00 PDT 1997, Total Sales: 1
Date: Thu Jul 03 00:00:00 PDT 1997, Total Sales: 1
Date: Sat Jul 05 00:00:00 PDT 1997, Total Sales: 1
Date: Thu Jul 31 00:00:00 PDT 1997, Total Sales: 1
Date: Fri Aug 01 00:00:00 PDT 1997, Total Sales: 1
Date: Mon Sep 15 00:00:00 PDT 1997, Total Sales: 1
Date: Tue Sep 16 00:00:00 PDT 1997, Total Sales: 1
Date: Sun Sep 21 00:00:00 PDT 1997, Total Sales: 1
Date: Wed Oct 01 00:00:00 PDT 1997, Total Sales: 2
Date: Thu Oct 02 00:00:00 PDT 1997, Total Sales: 1
Date: Sun Oct 19 00:00:00 PDT 1997, Total Sales: 1
Date: Fri Oct 24 00:00:00 PDT 1997, Total Sales: 1
Date: Tue Oct 28 00:00:00 PST 1997, Total Sales: 1
Date: Mon Nov 03 00:00:00 PST 1997, Total Sales: 1
Date: Sun Nov 09 00:00:00 PST 1997, Total Sales: 1
Date: Sat Nov 15 00:00:00 PST 1997, Total Sales: 1
Date: Tue Nov 18 00:00:00 PST 1997, Total Sales: 1
Date: Sat Nov 22 00:00:00 PST 1997, Total Sales: 1
Date: Mon Nov 24 00:00:00 PST 1997, Total Sales: 1
Date: Fri Nov 28 00:00:00 PST 1997, Total Sales: 1
Date: Tue Dec 02 00:00:00 PST 1997, Total Sales: 1
Date: Tue Dec 09 00:00:00 PST 1997, Total Sales: 1
Date: Mon Jan 05 00:00:00 PST 1998, Total Sales: 1
Date: Sun Jan 11 00:00:00 PST 1998, Total Sales: 1
Date: Mon Jan 12 00:00:00 PST 1998, Total Sales: 1
Date: Tue Jan 20 00:00:00 PST 1998, Total Sales: 2
Date: Fri Jan 23 00:00:00 PST 1998, Total Sales: 1
Date: Thu Feb 05 00:00:00 PST 1998, Total Sales: 1
Date: Sat Feb 07 00:00:00 PST 1998, Total Sales: 1
Date: Thu Feb 19 00:00:00 PST 1998, Total Sales: 1
Date: Sat Feb 21 00:00:00 PST 1998, Total Sales: 1
Date: Wed Mar 04 00:00:00 PST 1998, Total Sales: 2
Date: Thu Mar 12 00:00:00 PST 1998, Total Sales: 1
Date: Wed Mar 25 00:00:00 PST 1998, Total Sales: 1
Date: Wed Apr 01 00:00:00 PST 1998, Total Sales: 2
Date: Fri Apr 03 00:00:00 PST 1998, Total Sales: 1
Date: Mon Apr 06 00:00:00 PDT 1998, Total Sales: 1
Date: Sat Apr 11 00:00:00 PDT 1998, Total Sales: 1
Date: Wed Apr 22 00:00:00 PDT 1998, Total Sales: 1
Date: Thu May 07 00:00:00 PDT 1998, Total Sales: 1
Date: Wed May 20 00:00:00 PDT 1998, Total Sales: 1
Date: Sun May 24 00:00:00 PDT 1998, Total Sales: 1
Date: Thu May 28 00:00:00 PDT 1998, Total Sales: 1
Date: Fri May 29 00:00:00 PDT 1998, Total Sales: 1
Date: Sun Jun 07 00:00:00 PDT 1998, Total Sales: 1
Date: Thu Jun 11 00:00:00 PDT 1998, Total Sales: 1
Date: Tue Jul 07 00:00:00 PDT 1998, Total Sales: 1
Date: Wed Jul 08 00:00:00 PDT 1998, Total Sales: 1
Date: Mon Aug 10 00:00:00 PDT 1998, Total Sales: 1
Date: Fri Aug 14 00:00:00 PDT 1998, Total Sales: 1
Date: Thu Aug 20 00:00:00 PDT 1998, Total Sales: 1
Date: Sat Aug 22 00:00:00 PDT 1998, Total Sales: 1
Date: Wed Aug 26 00:00:00 PDT 1998, Total Sales: 1
Date: Sat Aug 29 00:00:00 PDT 1998, Total Sales: 1
Date: Tue Sep 01 00:00:00 PDT 1998, Total Sales: 1
Date: Tue Sep 08 00:00:00 PDT 1998, Total Sales: 1
Date: Sat Sep 12 00:00:00 PDT 1998, Total Sales: 1
Date: Sun Sep 13 00:00:00 PDT 1998, Total Sales: 1
Date: Sat Sep 19 00:00:00 PDT 1998, Total Sales: 1
Date: Tue Sep 22 00:00:00 PDT 1998, Total Sales: 1
Date: Thu Sep 24 00:00:00 PDT 1998, Total Sales: 1
Date: Sat Oct 10 00:00:00 PDT 1998, Total Sales: 1
Date: Fri Oct 16 00:00:00 PDT 1998, Total Sales: 1
Date: Tue Oct 20 00:00:00 PDT 1998, Total Sales: 1
Date: Thu Oct 22 00:00:00 PDT 1998, Total Sales: 1
Date: Fri Oct 23 00:00:00 PDT 1998, Total Sales: 1
Date: Tue Oct 27 00:00:00 PST 1998, Total Sales: 1
Date: Tue Nov 03 00:00:00 PST 1998, Total Sales: 1
Date: Tue Nov 10 00:00:00 PST 1998, Total Sales: 1
Date: Thu Nov 19 00:00:00 PST 1998, Total Sales: 1
Date: Fri Nov 20 00:00:00 PST 1998, Total Sales: 1
Date: Sat Nov 21 00:00:00 PST 1998, Total Sales: 1
Date: Wed Nov 25 00:00:00 PST 1998, Total Sales: 1
Date: Sun Dec 06 00:00:00 PST 1998, Total Sales: 1
Date: Sat Dec 12 00:00:00 PST 1998, Total Sales: 1
Date: Sun Dec 13 00:00:00 PST 1998, Total Sales: 1
Date: Mon Dec 21 00:00:00 PST 1998, Total Sales: 1
Date: Mon Dec 28 00:00:00 PST 1998, Total Sales: 1
Date: Thu Jan 07 00:00:00 PST 1999, Total Sales: 1
Date: Sat Jan 09 00:00:00 PST 1999, Total Sales: 1
Date: Tue Jan 12 00:00:00 PST 1999, Total Sales: 1
Date: Sat Jan 30 00:00:00 PST 1999, Total Sales: 1
Date: Mon Feb 01 00:00:00 PST 1999, Total Sales: 1
Date: Mon Feb 08 00:00:00 PST 1999, Total Sales: 1
Date: Thu Feb 11 00:00:00 PST 1999, Total Sales: 1
Date: Mon Feb 15 00:00:00 PST 1999, Total Sales: 1
Date: Tue Mar 02 00:00:00 PST 1999, Total Sales: 1
Date: Wed Mar 10 00:00:00 PST 1999, Total Sales: 1
Date: Fri Mar 12 00:00:00 PST 1999, Total Sales: 1
Date: Tue Mar 23 00:00:00 PST 1999, Total Sales: 2
Date: Thu Apr 08 00:00:00 PDT 1999, Total Sales: 1
Date: Tue Apr 13 00:00:00 PDT 1999, Total Sales: 1
Date: Sat Apr 24 00:00:00 PDT 1999, Total Sales: 1
Date: Fri Apr 30 00:00:00 PDT 1999, Total Sales: 1
Date: Tue May 04 00:00:00 PDT 1999, Total Sales: 1
Date: Wed May 05 00:00:00 PDT 1999, Total Sales: 1
Date: Thu May 06 00:00:00 PDT 1999, Total Sales: 1
Date: Fri May 21 00:00:00 PDT 1999, Total Sales: 1
Date: Thu May 27 00:00:00 PDT 1999, Total Sales: 1
Date: Sat May 29 00:00:00 PDT 1999, Total Sales: 1
Date: Sun May 30 00:00:00 PDT 1999, Total Sales: 1
Date: Tue Jun 01 00:00:00 PDT 1999, Total Sales: 1
Date: Fri Jun 04 00:00:00 PDT 1999, Total Sales: 1
Date: Tue Jun 08 00:00:00 PDT 1999, Total Sales: 1
Date: Wed Jun 09 00:00:00 PDT 1999, Total Sales: 2
Date: Wed Jun 23 00:00:00 PDT 1999, Total Sales: 1
Date: Sun Jul 04 00:00:00 PDT 1999, Total Sales: 1
Date: Thu Jul 08 00:00:00 PDT 1999, Total Sales: 1
Date: Fri Jul 09 00:00:00 PDT 1999, Total Sales: 1
Date: Sun Jul 11 00:00:00 PDT 1999, Total Sales: 1
Date: Tue Jul 20 00:00:00 PDT 1999, Total Sales: 1
Date: Fri Jul 30 00:00:00 PDT 1999, Total Sales: 1
Date: Sat Jul 31 00:00:00 PDT 1999, Total Sales: 1
Date: Fri Aug 06 00:00:00 PDT 1999, Total Sales: 1
Date: Sun Aug 15 00:00:00 PDT 1999, Total Sales: 1
Date: Sun Aug 22 00:00:00 PDT 1999, Total Sales: 1
Date: Thu Aug 26 00:00:00 PDT 1999, Total Sales: 1
Date: Fri Sep 10 00:00:00 PDT 1999, Total Sales: 1
Date: Mon Sep 13 00:00:00 PDT 1999, Total Sales: 1
Date: Thu Sep 16 00:00:00 PDT 1999, Total Sales: 1
Date: Sun Sep 19 00:00:00 PDT 1999, Total Sales: 1
Date: Wed Sep 29 00:00:00 PDT 1999, Total Sales: 1
Date: Mon Oct 04 00:00:00 PDT 1999, Total Sales: 2
Date: Wed Oct 06 00:00:00 PDT 1999, Total Sales: 1
Date: Sun Oct 10 00:00:00 PDT 1999, Total Sales: 1
Date: Wed Oct 13 00:00:00 PDT 1999, Total Sales: 1
Date: Fri Oct 22 00:00:00 PDT 1999, Total Sales: 1
Date: Sat Oct 23 00:00:00 PDT 1999, Total Sales: 2
Date: Tue Oct 26 00:00:00 PDT 1999, Total Sales: 1
Date: Thu Nov 04 00:00:00 PST 1999, Total Sales: 2
Date: Sat Nov 06 00:00:00 PST 1999, Total Sales: 1
Date: Mon Nov 08 00:00:00 PST 1999, Total Sales: 1
Date: Tue Nov 09 00:00:00 PST 1999, Total Sales: 1
Date: Mon Nov 22 00:00:00 PST 1999, Total Sales: 1
Date: Wed Nov 24 00:00:00 PST 1999, Total Sales: 1
Date: Sat Nov 27 00:00:00 PST 1999, Total Sales: 1
Date: Sun Dec 05 00:00:00 PST 1999, Total Sales: 1
Date: Wed Dec 08 00:00:00 PST 1999, Total Sales: 1
Date: Sun Dec 12 00:00:00 PST 1999, Total Sales: 1
Date: Thu Dec 16 00:00:00 PST 1999, Total Sales: 1
Date: Sun Dec 19 00:00:00 PST 1999, Total Sales: 1
Date: Fri Dec 24 00:00:00 PST 1999, Total Sales: 1
Date: Tue Dec 28 00:00:00 PST 1999, Total Sales: 1
Date: Sun Jan 02 00:00:00 PST 2000, Total Sales: 1
Date: Tue Jan 04 00:00:00 PST 2000, Total Sales: 1
Date: Tue Jan 11 00:00:00 PST 2000, Total Sales: 1
Date: Mon Jan 17 00:00:00 PST 2000, Total Sales: 1
Date: Sat Jan 22 00:00:00 PST 2000, Total Sales: 2
Date: Sun Jan 30 00:00:00 PST 2000, Total Sales: 1
Date: Tue Feb 08 00:00:00 PST 2000, Total Sales: 2
Date: Sat Mar 18 00:00:00 PST 2000, Total Sales: 1
Date: Sun Mar 19 00:00:00 PST 2000, Total Sales: 1
Date: Sun Apr 02 00:00:00 PST 2000, Total Sales: 1
Date: Tue Apr 04 00:00:00 PDT 2000, Total Sales: 1
Date: Tue Apr 11 00:00:00 PDT 2000, Total Sales: 1
Date: Wed Apr 12 00:00:00 PDT 2000, Total Sales: 1
Date: Tue Apr 18 00:00:00 PDT 2000, Total Sales: 1
Date: Wed Apr 26 00:00:00 PDT 2000, Total Sales: 1
Date: Thu May 25 00:00:00 PDT 2000, Total Sales: 1
Date: Mon May 29 00:00:00 PDT 2000, Total Sales: 1
Date: Tue May 30 00:00:00 PDT 2000, Total Sales: 1
Date: Wed Jun 07 00:00:00 PDT 2000, Total Sales: 2
Date: Sat Jun 24 00:00:00 PDT 2000, Total Sales: 1
Date: Fri Jun 30 00:00:00 PDT 2000, Total Sales: 2
Date: Wed Jul 05 00:00:00 PDT 2000, Total Sales: 1
Date: Mon Jul 17 00:00:00 PDT 2000, Total Sales: 1
Date: Wed Aug 02 00:00:00 PDT 2000, Total Sales: 1
Date: Mon Aug 07 00:00:00 PDT 2000, Total Sales: 1
Date: Mon Aug 14 00:00:00 PDT 2000, Total Sales: 1
Date: Fri Aug 25 00:00:00 PDT 2000, Total Sales: 2
Date: Sat Aug 26 00:00:00 PDT 2000, Total Sales: 1
Date: Sun Sep 03 00:00:00 PDT 2000, Total Sales: 1
Date: Fri Sep 08 00:00:00 PDT 2000, Total Sales: 1
Date: Sun Sep 10 00:00:00 PDT 2000, Total Sales: 1
Date: Thu Sep 14 00:00:00 PDT 2000, Total Sales: 1
Date: Sun Oct 08 00:00:00 PDT 2000, Total Sales: 1
Date: Mon Oct 09 00:00:00 PDT 2000, Total Sales: 1
Date: Wed Oct 11 00:00:00 PDT 2000, Total Sales: 1
Date: Fri Oct 13 00:00:00 PDT 2000, Total Sales: 1
Date: Sun Oct 29 00:00:00 PDT 2000, Total Sales: 1
Date: Tue Oct 31 00:00:00 PST 2000, Total Sales: 1
Date: Fri Nov 03 00:00:00 PST 2000, Total Sales: 1
Date: Sun Nov 05 00:00:00 PST 2000, Total Sales: 1
Date: Wed Nov 08 00:00:00 PST 2000, Total Sales: 1
Date: Mon Nov 13 00:00:00 PST 2000, Total Sales: 1
Date: Mon Nov 20 00:00:00 PST 2000, Total Sales: 1
Date: Wed Nov 22 00:00:00 PST 2000, Total Sales: 1
Date: Sun Nov 26 00:00:00 PST 2000, Total Sales: 1
Date: Fri Dec 01 00:00:00 PST 2000, Total Sales: 1
Date: Thu Dec 14 00:00:00 PST 2000, Total Sales: 2
Date: Fri Dec 15 00:00:00 PST 2000, Total Sales: 1
Date: Sat Dec 16 00:00:00 PST 2000, Total Sales: 1
Date: Wed Dec 20 00:00:00 PST 2000, Total Sales: 1
Date: Sat Dec 23 00:00:00 PST 2000, Total Sales: 1
Date: Sun Dec 24 00:00:00 PST 2000, Total Sales: 1
Date: Tue Dec 26 00:00:00 PST 2000, Total Sales: 1
Date: Mon Jan 01 00:00:00 PST 2001, Total Sales: 1
Date: Tue Jan 09 00:00:00 PST 2001, Total Sales: 1
Date: Wed Jan 10 00:00:00 PST 2001, Total Sales: 1
Date: Sun Jan 14 00:00:00 PST 2001, Total Sales: 1
Date: Wed Jan 31 00:00:00 PST 2001, Total Sales: 1
Date: Fri Feb 02 00:00:00 PST 2001, Total Sales: 1
Date: Sun Feb 04 00:00:00 PST 2001, Total Sales: 1
Date: Sat Feb 10 00:00:00 PST 2001, Total Sales: 2
Date: Thu Feb 15 00:00:00 PST 2001, Total Sales: 1
Date: Wed Feb 21 00:00:00 PST 2001, Total Sales: 1
Date: Sat Feb 24 00:00:00 PST 2001, Total Sales: 2
Date: Wed Feb 28 00:00:00 PST 2001, Total Sales: 2
Date: Tue Mar 06 00:00:00 PST 2001, Total Sales: 1
Date: Tue Mar 27 00:00:00 PST 2001, Total Sales: 1
Date: Sat Mar 31 00:00:00 PST 2001, Total Sales: 1
Date: Sat Apr 07 00:00:00 PDT 2001, Total Sales: 1
Date: Sun Apr 08 00:00:00 PDT 2001, Total Sales: 1
Date: Mon Apr 09 00:00:00 PDT 2001, Total Sales: 1
Date: Tue Apr 10 00:00:00 PDT 2001, Total Sales: 1
Date: Fri Apr 13 00:00:00 PDT 2001, Total Sales: 1
Date: Sat Apr 14 00:00:00 PDT 2001, Total Sales: 1
Date: Tue Apr 17 00:00:00 PDT 2001, Total Sales: 1
Date: Thu Apr 26 00:00:00 PDT 2001, Total Sales: 1
Date: Fri May 04 00:00:00 PDT 2001, Total Sales: 1
Date: Sat May 12 00:00:00 PDT 2001, Total Sales: 1
Date: Thu May 17 00:00:00 PDT 2001, Total Sales: 1
Date: Sat May 19 00:00:00 PDT 2001, Total Sales: 1
Date: Mon May 28 00:00:00 PDT 2001, Total Sales: 1
Date: Mon Jun 11 00:00:00 PDT 2001, Total Sales: 2
Date: Wed Jul 04 00:00:00 PDT 2001, Total Sales: 1
Date: Thu Jul 05 00:00:00 PDT 2001, Total Sales: 1
Date: Tue Jul 10 00:00:00 PDT 2001, Total Sales: 1
Date: Sat Jul 21 00:00:00 PDT 2001, Total Sales: 1
Date: Mon Jul 23 00:00:00 PDT 2001, Total Sales: 2
Date: Tue Jul 24 00:00:00 PDT 2001, Total Sales: 1
Date: Sat Jul 28 00:00:00 PDT 2001, Total Sales: 1
Date: Sat Aug 04 00:00:00 PDT 2001, Total Sales: 1
Date: Mon Aug 06 00:00:00 PDT 2001, Total Sales: 1
Date: Fri Aug 10 00:00:00 PDT 2001, Total Sales: 1
Date: Sat Aug 18 00:00:00 PDT 2001, Total Sales: 1
Date: Tue Aug 21 00:00:00 PDT 2001, Total Sales: 1
Date: Wed Aug 22 00:00:00 PDT 2001, Total Sales: 1
Date: Wed Aug 29 00:00:00 PDT 2001, Total Sales: 1
Date: Thu Aug 30 00:00:00 PDT 2001, Total Sales: 1
Date: Wed Sep 05 00:00:00 PDT 2001, Total Sales: 1
Date: Mon Sep 10 00:00:00 PDT 2001, Total Sales: 1
Date: Wed Sep 12 00:00:00 PDT 2001, Total Sales: 1
Date: Sat Sep 15 00:00:00 PDT 2001, Total Sales: 1
Date: Sun Sep 16 00:00:00 PDT 2001, Total Sales: 1
Date: Mon Sep 17 00:00:00 PDT 2001, Total Sales: 1
Date: Tue Sep 18 00:00:00 PDT 2001, Total Sales: 1
Date: Tue Oct 02 00:00:00 PDT 2001, Total Sales: 1
Date: Thu Oct 04 00:00:00 PDT 2001, Total Sales: 1
Date: Wed Oct 24 00:00:00 PDT 2001, Total Sales: 1
Date: Fri Nov 23 00:00:00 PST 2001, Total Sales: 2
Date: Mon Nov 26 00:00:00 PST 2001, Total Sales: 1
Date: Sun Dec 09 00:00:00 PST 2001, Total Sales: 1
Date: Thu Dec 20 00:00:00 PST 2001, Total Sales: 1
Date: Thu Dec 27 00:00:00 PST 2001, Total Sales: 1
Date: Sat Jan 05 00:00:00 PST 2002, Total Sales: 1
Date: Sun Jan 13 00:00:00 PST 2002, Total Sales: 2
Date: Sun Feb 10 00:00:00 PST 2002, Total Sales: 1
Date: Tue Feb 12 00:00:00 PST 2002, Total Sales: 2
Date: Tue Feb 26 00:00:00 PST 2002, Total Sales: 1
Date: Mon Mar 11 00:00:00 PST 2002, Total Sales: 1
Date: Tue Mar 12 00:00:00 PST 2002, Total Sales: 1
Date: Wed Mar 27 00:00:00 PST 2002, Total Sales: 1
Date: Sat Mar 30 00:00:00 PST 2002, Total Sales: 1
Date: Fri Apr 12 00:00:00 PDT 2002, Total Sales: 1
Date: Mon Apr 15 00:00:00 PDT 2002, Total Sales: 1
Date: Tue Apr 16 00:00:00 PDT 2002, Total Sales: 1
Date: Fri Apr 26 00:00:00 PDT 2002, Total Sales: 1
Date: Thu May 02 00:00:00 PDT 2002, Total Sales: 1
Date: Fri May 03 00:00:00 PDT 2002, Total Sales: 1
Date: Fri May 10 00:00:00 PDT 2002, Total Sales: 1
Date: Sat May 11 00:00:00 PDT 2002, Total Sales: 1
Date: Thu May 16 00:00:00 PDT 2002, Total Sales: 1
Date: Sun May 19 00:00:00 PDT 2002, Total Sales: 1
Date: Sun May 26 00:00:00 PDT 2002, Total Sales: 1
Date: Mon May 27 00:00:00 PDT 2002, Total Sales: 2
Date: Mon Jun 10 00:00:00 PDT 2002, Total Sales: 1
Date: Thu Jun 20 00:00:00 PDT 2002, Total Sales: 1
Date: Sat Jun 22 00:00:00 PDT 2002, Total Sales: 1
